id,ident,type,name,Latitude,Longitude,elevation_ft,continent,iso_country,State,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS,Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code,,,,
19936,KGDV,medium_airport,Dawson Community Airport,47.13869858,-104.8069992,2458,NA,US,US-MT,Glendive,no,KGDV,GDV,GDV,,,,,47.136814,-104.809909,0.96,nearest_street,442,Dry Creek Rd,,,Glendive,MT,Dawson County,59330,US,TIGER/Line® dataset from the US Census Bureau,2019,30,30021,,,100,1232,1,3.0021E+14,,,,,,,,,,1,
3556,KGGW,medium_airport,Wokal Field/Glasgow-Valley County Airport,48.212502,-106.614998,2296,NA,US,US-MT,Glasgow,yes,KGGW,GGW,GGW,http://www.glasgowmtairport.com/,https://en.wikipedia.org/wiki/Glasgow_Airport_(US),"Glascow / Valley County, Glasgow AAF, Wokal Field Glasgow International",,48.204755,-106.614428,0.93,nearest_street,89,Airport Rd,,,Glasgow,MT,Valley County,59230,US,TIGER/Line® dataset from the US Census Bureau,2019,30,30105,Glasgow,3031075,940600,3071,3,3.01059E+14,,,,,,,,,,1,
3527,KGPI,medium_airport,Glacier Park International Airport,48.3105011,-114.2559967,2977,NA,US,US-MT,Kalispell,yes,KGPI,FCA,GPI,http://www.iflyglacier.com/,https://en.wikipedia.org/wiki/Glacier_Park_International_Airport,Formerly KFCA,,48.305907,-114.247927,1,nearest_street,4263,US Hwy 2 E,,,Kalispell,MT,Flathead County,59901,US,TIGER/Line® dataset from the US Census Bureau,2019,30,30029,,,601,,,30029000601,"Kalispell, MT",28060,micropolitan,,,,,,,,
3571,KGTF,medium_airport,Great Falls International Airport,47.48199844,-111.3710022,3680,NA,US,US-MT,Great Falls,yes,KGTF,GTF,GTF,,https://en.wikipedia.org/wiki/Great_Falls_International_Airport,,,47.48156,-111.372699,0.98,rooftop,2603,Terminal Dr,,,Great Falls,MT,Cascade County,59404,US,Cascade,2019,30,30013,Great Falls,3032800,10700,1036,1,3.0013E+14,"Great Falls, MT",24500,metropolitan,,,,,,,,
3582,KHLN,medium_airport,Helena Regional Airport,46.60680008,-111.9830017,3877,NA,US,US-MT,Helena,yes,KHLN,HLN,HLN,,https://en.wikipedia.org/wiki/Helena_Regional_Airport,,,46.602142,-111.983361,0.94,nearest_street,1698,A St,,,Helena,MT,Lewis and Clark County,59601,US,TIGER/Line® dataset from the US Census Bureau,2019,30,30049,Helena,3035600,400,,,30049000400,"Helena, MT",25740,micropolitan,,,,,,,,
20099,KHVR,medium_airport,Havre City County Airport,48.54299927,-109.762001,2591,NA,US,US-MT,Havre,no,KHVR,HVR,HVR,,,,,48.546622,-109.760738,0.95,nearest_street,5111,9th St W,,,Havre,MT,Hill County,59501,US,TIGER/Line® dataset from the US Census Bureau,2019,30,30041,Herron,3035912,40200,2068,2,3.0041E+14,,,,,,,,,,1,
20386,KLVM,medium_airport,Mission Field,45.69940186,-110.447998,4660,NA,US,US-MT,Livingston,no,KLVM,LVM,LVM,http://www.parkcounty.org/site/Air_M_1.html#mf,https://en.wikipedia.org/wiki/Mission_Field,,,45.702264,-110.458665,0.93,nearest_street,80,Airport Rd,,,Livingston,MT,Park County,59047,US,TIGER/Line® dataset from the US Census Bureau,2019,30,30067,,,200,1109,1,3.0067E+14,,,,,,,,,,1,
3661,KLWT,medium_airport,Lewistown Municipal Airport,47.04930115,-109.4670029,4170,NA,US,US-MT,Lewistown,yes,KLWT,LWT,LWT,,https://en.wikipedia.org/wiki/Lewistown_Municipal_Airport,,,47.055948,-109.474838,0.92,nearest_street,101,Brookville Ln,,,Lewistown,MT,Fergus County,59457,US,TIGER/Line® dataset from the US Census Bureau,2019,30,30027,,,30200,1023,1,3.0027E+14,,,,,,,,,,1,
3696,KMLS,medium_airport,Frank Wiley Field,46.4280014,-105.8860016,2630,NA,US,US-MT,Miles City,yes,KMLS,MLS,MLS,,https://en.wikipedia.org/wiki/Miles_City_Municipal_Airport,,,46.428001,-105.886002,0.11,nearest_place,,,,,Miles City,MT,Custer County,59301,US,TIGER/Line® dataset from the US Census Bureau,2019,30,30017,,,961300,2187,2,3.0018E+14,,,,,,,,,,1,
3708,KMSO,medium_airport,Missoula International Airport,46.91630173,-114.0910034,3206,NA,US,US-MT,Missoula,yes,KMSO,MSO,MSO,,https://en.wikipedia.org/wiki/Missoula_International_Airport,,,46.922495,-114.08437,1,nearest_street,5384,I-90 Bus,,,Missoula,MT,Missoula County,59808,US,TIGER/Line® dataset from the US Census Bureau,2019,30,30063,Missoula,3050200,202,3067,3,3.0063E+14,"Missoula, MT",33540,metropolitan,,,,,,,,
20739,KOLF,medium_airport,L M Clayton Airport,48.0945015,-105.5749969,1986,NA,US,US-MT,Wolf Point,no,KOLF,OLF,OLF,,https://en.wikipedia.org/wiki/L._M._Clayton_Airport,,,48.095518,-105.572887,0.98,rooftop,7057,Highway 25,,,Wolf Point,MT,Roosevelt County,59201,US,Montana State Library,2019,30,30085,,,940001,1166,1,3.00859E+14,,,,,,,,,,1,
21046,KSDY,medium_airport,Sidney - Richland Regional Airport,47.706902,-104.193001,1985,NA,US,US-MT,Sidney,no,KSDY,SDY,SDY,,https://en.wikipedia.org/wiki/Sidney%E2%80%93Richland_Municipal_Airport,,,47.703527,-104.18918,0.95,nearest_street,2199,Mount Pleasant Rd,,,Sidney,MT,Richland County,59270,US,TIGER/Line® dataset from the US Census Bureau,2019,30,30083,,,70300,,,30083070300,,,,,,,,,,1,
3955,KWYS,medium_airport,Yellowstone Airport,44.68840027,-111.1179962,6649,NA,US,US-MT,West Yellowstone,no,KWYS,WYS,WYS,,https://en.wikipedia.org/wiki/Yellowstone_Airport,,,44.687384,-111.117265,0.98,rooftop,721,Yellowstone Airport Rd,,,West Yellowstone,MT,Gallatin County,59758,US,Gallatin,2019,30,30031,,,1500,2348,2,3.0031E+14,"Bozeman, MT",14580,micropolitan,,,,,,,,
3387,KAVL,large_airport,Asheville Regional Airport,35.43619919,-82.54180145,2165,NA,US,US-NC,Asheville,yes,KAVL,AVL,AVL,,https://en.wikipedia.org/wiki/Asheville_Regional_Airport,,,35.435143,-82.541364,0.98,rooftop,61,Terminal Dr,,,Fletcher,NC,Buncombe County,28732,US,Buncombe,2019,37,37021,Asheville,3702140,2203,2037,2,3.7021E+14,"Asheville, NC",11700,metropolitan,"Asheville-Marion-Brevard, NC",120,,,,,,
3457,KCLT,large_airport,Charlotte Douglas International Airport,35.2140007,-80.94309998,748,NA,US,US-NC,Charlotte,yes,KCLT,CLT,CLT,http://www.charlotteairport.com/,https://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,,,35.213843,-80.941473,0.98,rooftop,5600,Tunnel Rd,,,Charlotte,NC,Mecklenburg County,28208,US,Mecklenburg,2019,37,37119,Charlotte,3712000,980100,1009,1,3.712E+14,"Charlotte-Concord-Gastonia, NC-SC",16740,metropolitan,"Charlotte-Concord, NC-SC",172,,,,,,
3502,KECG,medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,36.26060104,-76.17459869,12,NA,US,US-NC,Elizabeth City,no,KECG,ECG,ECG,http://www.ecgairport.com/,https://en.wikipedia.org/wiki/Elizabeth_City_Regional_Airport,,,36.25939,-76.175973,0.98,rooftop,1664,Weeksville Rd,,,Elizabeth City,NC,Pasquotank County,27909,US,NC Geographic Information Coordinating Council,2019,37,37139,,,960701,2034,2,3.714E+14,"Elizabeth City, NC",21020,micropolitan,"Virginia Beach-Norfolk, VA-NC",545,,,,,,
3520,KEWN,medium_airport,Coastal Carolina Regional Airport,35.07300186,-77.04290009,18,NA,US,US-NC,New Bern,yes,KEWN,EWN,EWN,,https://en.wikipedia.org/wiki/Craven_County_Regional_Airport,,,35.073938,-77.038536,0.95,nearest_street,800,State Rd 1131,,,New Bern,NC,Craven County,28560,US,TIGER/Line® dataset from the US Census Bureau,2019,37,37049,James City,3734260,961001,2001,2,3.705E+14,"New Bern, NC",35100,metropolitan,"New Bern-Morehead City, NC",404,,,,,,
3525,KFAY,medium_airport,Fayetteville Regional Grannis Field,34.99119949,-78.88030243,189,NA,US,US-NC,Fayetteville,yes,KFAY,FAY,FAY,,https://en.wikipedia.org/wiki/Fayetteville_Regional_Airport,,,34.992294,-78.884984,0.95,nearest_street,3084,Control Tower Rd,,,Fayetteville,NC,Cumberland County,28306,US,TIGER/Line® dataset from the US Census Bureau,2019,37,37051,Fayetteville,3722920,1500,1051,1,3.7051E+14,"Fayetteville, NC",22180,metropolitan,"Fayetteville-Sanford-Lumberton, NC",246,,,,,,
3526,KFBG,medium_airport,Simmons Army Air Field,35.13180161,-78.93669891,244,NA,US,US-NC,Fort Bragg,no,KFBG,FBG,FBG,,https://en.wikipedia.org/wiki/Simmons_Army_Airfield,,,35.127558,-78.943711,0.93,nearest_street,,NC 210,,,Cumberland,NC,Cumberland County,28331,US,TIGER/Line® dataset from the US Census Bureau,2019,37,37051,Fayetteville,3722920,980200,1032,1,3.7052E+14,"Fayetteville, NC",22180,metropolitan,"Fayetteville-Sanford-Lumberton, NC",246,,,,,,
3567,KGSB,large_airport,Seymour Johnson Air Force Base,35.33940125,-77.96060181,109,NA,US,US-NC,Goldsboro,no,KGSB,GSB,GSB,http://www.seymourjohnson.af.mil/,https://en.wikipedia.org/wiki/Seymour_Johnson_Air_Force_Base,,,35.334063,-77.958514,0.94,nearest_street,189,State Rd 1973,,,Goldsboro,NC,Wayne County,27534,US,TIGER/Line® dataset from the US Census Bureau,2019,37,37191,,,402,2036,2,3.7191E+14,"Goldsboro, NC",24140,metropolitan,,,,,,,,
3568,KGSO,large_airport,Piedmont Triad International Airport,36.09780121,-79.93730164,925,NA,US,US-NC,Greensboro,yes,KGSO,GSO,GSO,,https://en.wikipedia.org/wiki/Piedmont_Triad_International_Airport,,,36.100221,-79.942328,0.94,nearest_street,733,Service Rd,,,Greensboro,NC,Guilford County,27410,US,TIGER/Line® dataset from the US Census Bureau,2019,37,37081,,,980100,1025,1,3.7082E+14,"Greensboro-High Point, NC",24660,metropolitan,"Greensboro--Winston-Salem--High Point, NC",268,,,,,,
3581,KHKY,medium_airport,Hickory Regional Airport,35.74110031,-81.38950348,1190,NA,US,US-NC,Hickory,no,KHKY,HKY,HKY,,https://en.wikipedia.org/wiki/Hickory_Regional_Airport,,,35.742211,-81.389354,0.98,rooftop,3101,9th Ave Dr NW,,,Hickory,NC,Burke County,28601,US,Burke,2019,37,37023,Hickory,3731060,21100,1084,1,3.7023E+14,"Hickory-Lenoir-Morganton, NC",25860,metropolitan,,,,,,,,
3609,KILM,medium_airport,Wilmington International Airport,34.27059937,-77.90260315,32,NA,US,US-NC,Wilmington,yes,KILM,ILM,ILM,,https://en.wikipedia.org/wiki/Wilmington_International_Airport,,,34.271958,-77.900423,0.96,nearest_street,2000,Old Wrightsboro Rd,,,Wilmington,NC,New Hanover County,28405,US,TIGER/Line® dataset from the US Census Bureau,2019,37,37129,Wrightsboro,3775780,980100,1000,1,3.713E+14,"Wilmington, NC",48900,metropolitan,,,,,,,,
3613,KINT,medium_airport,Smith Reynolds Airport,36.13370132,-80.22200012,969,NA,US,US-NC,Winston Salem,no,KINT,INT,INT,,https://en.wikipedia.org/wiki/Smith_Reynolds_Airport,,,36.13095,-80.222381,0.96,nearest_street,3042,Aviation Dr,,,Winston-Salem,NC,Forsyth County,27105,US,TIGER/Line® dataset from the US Census Bureau,2019,37,37067,Winston-Salem,3775000,1602,1000,1,3.7067E+14,"Winston-Salem, NC",49180,metropolitan,"Greensboro--Winston-Salem--High Point, NC",268,,,,,,
20189,KISO,medium_airport,Kinston Regional Jetport At Stallings Field,35.33140183,-77.6088028,93,NA,US,US-NC,Kinston,no,KISO,ISO,ISO,http://www.jetkinston.com/,https://en.wikipedia.org/wiki/Kinston_Regional_Jetport,,,35.333822,-77.610211,0.96,nearest_street,2300,Tom White Rd,,,Kinston,NC,Lenoir County,28504,US,TIGER/Line® dataset from the US Census Bureau,2019,37,37107,,,10900,2006,2,3.7107E+14,"Kinston, NC",28820,micropolitan,"Greenville-Kinston-Washington, NC",272,,,,,,
20322,KLBT,medium_airport,Lumberton Regional Airport,34.60990143,-79.05940247,126,NA,US,US-NC,Lumberton,no,KLBT,LBT,LBT,http://www.lumbertonmunicipalairport.com/default.htm,https://en.wikipedia.org/wiki/Lumberton_Municipal_Airport,,,34.609888,-79.059201,1,rooftop,163,Airport Blvd,,,Lumberton,NC,Robeson County,28358,US,Robeson,2019,37,37155,Lumberton,3739700,960801,2052,2,3.7156E+14,"Lumberton, NC",31300,micropolitan,"Fayetteville-Sanford-Lumberton, NC",246,,,,,,
3721,KNCA,medium_airport,New River MCAS /H/ /Mccutcheon Fld/ Airport,34.70840073,-77.43969727,26,NA,US,US-NC,Jacksonville,no,KNCA,,NCA,,,New River MCAS,,34.706963,-77.432778,0.94,nearest_street,37,Kelly St,,,Jacksonville,NC,Onslow County,28540,US,TIGER/Line® dataset from the US Census Bureau,2019,37,37133,Jacksonville,3734200,1000,1087,1,3.7133E+14,"Jacksonville, NC",27340,metropolitan,,,,,,,,
3732,KNKT,medium_airport,Cherry Point MCAS /Cunningham Field/,34.90090179,-76.88069916,29,NA,US,US-NC,Cherry Point,no,KNKT,,NKT,,,Cherry Point MCAS,,34.900902,-76.880699,0.45,nearest_place,,,,,Cherry Point,NC,Craven County,28533,US,TIGER/Line® dataset from the US Census Bureau,2019,37,37049,Havelock,3730120,961202,2009,2,3.705E+14,"New Bern, NC",35100,metropolitan,"New Bern-Morehead City, NC",404,,,,,,
20709,KOAJ,medium_airport,Albert J Ellis Airport,34.82920074,-77.61209869,94,NA,US,US-NC,Jacksonville,no,KOAJ,OAJ,OAJ,,,,,34.832606,-77.60361,0.93,nearest_street,298,State Rd 1265,,,Richlands,NC,Onslow County,28574,US,TIGER/Line® dataset from the US Census Bureau,2019,37,37133,,,301,1000,1,3.7133E+14,"Jacksonville, NC",27340,metropolitan,,,,,,,,
20824,KPGV,medium_airport,Pitt Greenville Airport,35.6352005,-77.38529968,26,NA,US,US-NC,Greenville,no,KPGV,PGV,PGV,,https://en.wikipedia.org/wiki/Pitt-Greenville_Airport,,,35.632841,-77.378579,1,nearest_street,1309,US Hwy 13,,,Greenville,NC,Pitt County,27834,US,TIGER/Line® dataset from the US Census Bureau,2019,37,37147,Greenville,3728080,800,1079,1,3.7147E+14,"Greenville, NC",24780,metropolitan,"Greenville-Kinston-Washington, NC",272,,,,,,
3784,KPOB,medium_airport,Pope Field,35.17089844,-79.01450348,217,NA,US,US-NC,Fayetteville,no,KPOB,POB,POB,http://www.pope.af.mil/,https://en.wikipedia.org/wiki/Pope_Field,Pope AFB,,35.170145,-79.009509,0.95,nearest_street,236,Boxcar St,,,Pope Air Force Base,NC,Cumberland County,28308,US,TIGER/Line® dataset from the US Census Bureau,2019,37,37051,Spring Lake,3764180,3401,2012,2,3.7051E+14,"Fayetteville, NC",22180,metropolitan,"Fayetteville-Sanford-Lumberton, NC",246,,,,,,
3844,KRDU,large_airport,Raleigh Durham International Airport,35.87760162,-78.78749847,435,NA,US,US-NC,Raleigh/Durham,yes,KRDU,RDU,RDU,,https://en.wikipedia.org/wiki/Raleigh-Durham_International_Airport,,,35.876846,-78.788501,0.97,nearest_street,,John Brantley Blvd,,,Raleigh,NC,Wake County,27617,US,TIGER/Line® dataset from the US Census Bureau,2019,37,37183,,,980100,1023,1,3.7184E+14,"Raleigh-Cary, NC",39580,metropolitan,"Raleigh-Durham-Cary, NC",450,,,,,,
3860,KRWI,medium_airport,Rocky Mount Wilson Regional Airport,35.85630035,-77.89189911,159,NA,US,US-NC,Rocky Mount,no,KRWI,RWI,RWI,,,,,35.856557,-77.894817,0.96,nearest_street,7769,Corporate Dr,,,Elm City,NC,Nash County,27822,US,TIGER/Line® dataset from the US Census Bureau,2019,37,37127,,,11200,3017,3,3.7127E+14,"Rocky Mount, NC",40580,metropolitan,"Rocky Mount-Wilson-Roanoke Rapids, NC",468,,,,,,
3409,KBIS,medium_airport,Bismarck Municipal Airport,46.77270126,-100.7460022,1661,NA,US,US-ND,Bismarck,yes,KBIS,BIS,BIS,http://bismarckairport.com/,https://en.wikipedia.org/wiki/Bismarck_Municipal_Airport,,,46.768592,-100.754164,0.93,nearest_street,75,Fort Totten Way,,,Bismarck,ND,Burleigh County,58504,US,TIGER/Line® dataset from the US Census Bureau,2019,38,38015,,,11300,,,38015011300,"Bismarck, ND",13900,metropolitan,,,,,,,,
19630,KDIK,medium_airport,Dickinson Theodore Roosevelt Regional Airport,46.79740143,-102.802002,2592,NA,US,US-ND,Dickinson,no,KDIK,DIK,DIK,http://dickinsonairport.com/,https://en.wikipedia.org/wiki/Dickinson_Theodore_Roosevelt_Regional_Airport,,,46.80365,-102.800557,0.93,nearest_street,11198,42nd St SW,,,Dickinson,ND,Stark County,58601,US,TIGER/Line® dataset from the US Census Bureau,2019,38,38089,,,963900,1073,1,3.809E+14,"Dickinson, ND",19860,micropolitan,,,,,,,,
3523,KFAR,medium_airport,Hector International Airport,46.92070007,-96.81580353,902,NA,US,US-ND,Fargo,yes,KFAR,FAR,FAR,http://www.fargoairport.com/,https://en.wikipedia.org/wiki/Hector_International_Airport,"119th Wing, Happy Hooligans",,46.919315,-96.80897,0.94,nearest_street,1816,32nd Ave N,,,Fargo,ND,Cass County,58102,US,TIGER/Line® dataset from the US Census Bureau,2019,38,38017,Fargo,3825700,300,,,38017000300,"Fargo, ND-MN",22020,metropolitan,"Fargo-Wahpeton, ND-MN",244,,,,,,
3553,KGFK,medium_airport,Grand Forks International Airport,47.949299,-97.176102,845,NA,US,US-ND,Grand Forks,yes,KGFK,GFK,GFK,http://www.gfkairport.com/,https://en.wikipedia.org/wiki/Grand_Forks_International_Airport,,,47.949251,-97.176786,0.99,rooftop,2787,Airport Dr,,,Grand Forks,ND,Grand Forks County,58203,US,Grand Forks,2019,38,38035,Grand Forks,3832060,11700,1193,1,3.8035E+14,"Grand Forks, ND-MN",24220,metropolitan,,,,,,,,
20188,KISN,medium_airport,Sloulin Field International Airport,48.17789841,-103.6419983,1982,NA,US,US-ND,Williston,no,KISN,ISN,ISN,,,,,48.176477,-103.647926,0.95,nearest_street,3540,17th Ave W,,,Williston,ND,Williams County,58801,US,TIGER/Line® dataset from the US Census Bureau,2019,38,38105,Williston,3886220,953700,1151,1,3.8106E+14,"Williston, ND",48780,micropolitan,,,,,,,,
3624,KJMS,medium_airport,Jamestown Regional Airport,46.92969894,-98.67819977,1500,NA,US,US-ND,Jamestown,yes,KJMS,JMS,JMS,,https://en.wikipedia.org/wiki/Jamestown_Regional_Airport,,,46.925439,-98.678806,0.95,nearest_street,1998,Airport Rd,,,Jamestown,ND,Stutsman County,58401,US,TIGER/Line® dataset from the US Census Bureau,2019,38,38093,Jamestown,3840580,967300,2001,2,3.8094E+14,"Jamestown, ND",27420,micropolitan,,,,,,,,
3686,KMIB,medium_airport,Minot Air Force Base,48.4156,-101.358002,1667,NA,US,US-ND,Minot,no,KMIB,MIB,MIB,http://www.minot.af.mil/,https://en.wikipedia.org/wiki/Minot_Air_Force_Base,"5th Bomb Wing, 91st Space Wing",,48.4156,-101.358002,0.42,nearest_place,,,,,Minot Afb,ND,Ward County,58705,US,TIGER/Line® dataset from the US Census Bureau,2019,38,38101,Minot AFB,3853420,10900,1015,1,3.8101E+14,"Minot, ND",33500,micropolitan,,,,,,,,
3702,KMOT,medium_airport,Minot International Airport,48.25939941,-101.2799988,1716,NA,US,US-ND,Minot,yes,KMOT,MOT,MOT,,https://en.wikipedia.org/wiki/Minot_International_Airport,,,48.253485,-101.288363,0.93,nearest_street,1395,3rd St NE,,,Minot,ND,Ward County,58703,US,TIGER/Line® dataset from the US Census Bureau,2019,38,38101,Minot,3853380,10200,1057,1,3.8101E+14,"Minot, ND",33500,micropolitan,,,,,,,,
20922,KRDR,medium_airport,Grand Forks Air Force Base,47.96110153,-97.40119934,913,NA,US,US-ND,Grand Forks,no,KRDR,RDR,RDR,http://www.grandforks.af.mil/,https://en.wikipedia.org/wiki/Grand_Forks_Air_Force_Base,,,47.961893,-97.407465,0.95,nearest_street,2000,27th St NE,,,Mekinock,ND,Grand Forks County,58258,US,TIGER/Line® dataset from the US Census Bureau,2019,38,38035,,,12000,1075,1,3.8035E+14,"Grand Forks, ND-MN",24220,metropolitan,,,,,,,,
324440,US-0571,medium_airport,Williston Basin International Airport,48.258387,-103.748797,2344,NA,US,US-ND,Williston,yes,KXWA,XWA,XWA,http://www.xwaproject.com/,https://en.wikipedia.org/wiki/Williston_Basin_International_Airport,,,48.270286,-103.740623,0.9,nearest_street,14154,59th St NW,,,Williston,ND,Williams County,58801,US,TIGER/Line® dataset from the US Census Bureau,2019,38,38105,,,953500,1682,1,3.8106E+14,"Williston, ND",48780,micropolitan,,,,,,,,
3400,KBFF,medium_airport,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,3967,NA,US,US-NE,Scottsbluff,yes,KBFF,BFF,BFF,,https://en.wikipedia.org/wiki/Western_Nebraska_Regional_Airport,William B. Heilig Field,,41.87123,-103.597342,0.95,nearest_street,250333,Skyport Dr,,,Scottsbluff,NE,Scotts Bluff County,69361,US,TIGER/Line® dataset from the US Census Bureau,2019,31,31157,,,953400,,,31157953400,"Scottsbluff, NE",42420,micropolitan,,,,,,,,
19474,KCDR,medium_airport,Chadron Municipal Airport,42.83760071,-103.0950012,3297,NA,US,US-NE,Chadron,no,KCDR,CDR,CDR,,https://en.wikipedia.org/wiki/Chadron_Municipal_Airport,,,42.828475,-103.09905,0.92,nearest_street,202,Airport Rd,,,Chadron,NE,Dawes County,69337,US,TIGER/Line® dataset from the US Census Bureau,2019,31,31045,,,950600,,,31045950600,,,,,,,,,,1,
3564,KGRI,medium_airport,Central Nebraska Regional Airport,40.96749878,-98.30960083,1847,NA,US,US-NE,Grand Island,yes,KGRI,GRI,GRI,,https://en.wikipedia.org/wiki/Central_Nebraska_Regional_Airport,,,40.971494,-98.301318,0.93,nearest_street,3916,N Shady Bend Rd,,,Grand Island,NE,Hall County,68801,US,TIGER/Line® dataset from the US Census Bureau,2019,31,31079,Grand Island,3119595,100,2105,2,3.1079E+14,"Grand Island, NE",24260,metropolitan,,,,,,,,
3635,KLBF,medium_airport,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,2777,NA,US,US-NE,North Platte,yes,KLBF,LBF,LBF,,https://en.wikipedia.org/wiki/North_Platte_Regional_Airport,,,41.133116,-100.676654,0.92,nearest_street,200,Long School Rd,,,Maxwell,NE,Lincoln County,69151,US,TIGER/Line® dataset from the US Census Bureau,2019,31,31111,,,959700,2111,2,3.1112E+14,"North Platte, NE",35820,micropolitan,,,,,,,,
3647,KLNK,medium_airport,Lincoln Airport,40.85100174,-96.75920105,1219,NA,US,US-NE,Lincoln,yes,KLNK,LNK,LNK,http://www.lincolnairport.com/,https://en.wikipedia.org/wiki/Lincoln_Airport_%28Nebraska%29,"Lincoln Army Air Field, Lincoln Air Force Base, 155th Air Refueling Wing",,40.843129,-96.752991,0.92,nearest_street,2500,Greenlief St,,,Lincoln,NE,Lancaster County,68524,US,TIGER/Line® dataset from the US Census Bureau,2019,31,31109,Lincoln,3128000,983200,1033,1,3.111E+14,"Lincoln, NE",30700,metropolitan,"Lincoln-Beatrice, NE",339,,,,,,
20481,KMCK,medium_airport,Mc Cook Ben Nelson Regional Airport,40.20629883,-100.5920029,2583,NA,US,US-NE,Mc Cook,no,KMCK,MCK,MCK,,https://en.wikipedia.org/wiki/McCook_Regional_Airport,,,40.198361,-100.59439,1,nearest_street,1449,US Hwy 34,,,Mc Cook,NE,Red Willow County,69001,US,TIGER/Line® dataset from the US Census Bureau,2019,31,31145,,,963300,,,31145963300,,,,,,,,,,1,
3745,KOFF,medium_airport,Offutt Air Force Base,41.11830139,-95.91249847,1052,NA,US,US-NE,Omaha,no,KOFF,OFF,OFF,http://www.offutt.af.mil/,https://en.wikipedia.org/wiki/Offutt_Air_Force_Base,,,41.120906,-95.921341,0.93,nearest_street,91,Nco Row,,,Omaha,NE,Sarpy County,68113,US,TIGER/Line® dataset from the US Census Bureau,2019,31,31153,Offutt AFB,3135875,10302,1014,1,3.1153E+14,"Omaha-Council Bluffs, NE-IA",36540,metropolitan,"Omaha-Council Bluffs-Fremont, NE-IA",420,,,,,,
20722,KOFK,medium_airport,Karl Stefan Memorial Airport,41.98550034,-97.43509674,1573,NA,US,US-NE,Norfolk,no,KOFK,OFK,OFK,http://www.norfolkairportservices.com/default.htm,https://en.wikipedia.org/wiki/Norfolk_Regional_Airport,,,41.986328,-97.426673,1,nearest_street,,US 81,,,Norfolk,NE,Madison County,68701,US,TIGER/Line® dataset from the US Census Bureau,2019,31,31119,,,961100,1216,1,3.112E+14,"Norfolk, NE",35740,micropolitan,,,,,,,,
3750,KOLU,medium_airport,Columbus Municipal Airport,41.44800186,-97.34259796,1447,NA,US,US-NE,Columbus,no,KOLU,,OLU,,,,,41.446673,-97.340944,0.97,rooftop,2659,Bill Babka Dr,,,Columbus,NE,Platte County,68601,US,Platte,2019,31,31141,Columbus,3110110,965400,3010,3,3.1142E+14,"Columbus, NE",18100,micropolitan,,,,,,,,
3751,KOMA,large_airport,Eppley Airfield,41.3032,-95.894096,984,NA,US,US-NE,Omaha,yes,KOMA,OMA,OMA,,https://en.wikipedia.org/wiki/Eppley_Airfield,,,41.30364,-95.902095,0.94,nearest_street,5110,Boeing Ct,,,Omaha,NE,Douglas County,68110,US,TIGER/Line® dataset from the US Census Bureau,2019,31,31055,Omaha,3137000,500,2008,2,3.1055E+14,"Omaha-Council Bluffs, NE-IA",36540,metropolitan,"Omaha-Council Bluffs-Fremont, NE-IA",420,,,,,,
21094,KSNY,medium_airport,Sidney Municipal-Lloyd W Carr Field,41.10129929,-102.9850006,4313,NA,US,US-NE,Sidney,no,KSNY,SNY,SNY,http://www.cityofsidney.org/283/Airport,https://en.wikipedia.org/wiki/Sidney_Municipal_Airport_(Nebraska),,,41.103851,-102.983756,0.96,nearest_street,11104,Rd 16,,,Sidney,NE,Cheyenne County,69162,US,TIGER/Line® dataset from the US Census Bureau,2019,31,31033,,,954800,4322,4,3.1034E+14,,,,,,,,,,1,
21339,KVTN,medium_airport,Miller Field,42.85779953,-100.5479965,2596,NA,US,US-NE,Valentine,no,KVTN,VTN,VTN,,https://en.wikipedia.org/wiki/Miller_Field_(airport),,,42.864076,-100.549535,0.93,nearest_street,398,S Hall St,,,Valentine,NE,Cherry County,69201,US,TIGER/Line® dataset from the US Census Bureau,2019,31,31031,Valentine,3149950,955800,1196,1,3.1032E+14,,,,,,,,,,1,
19534,KCON,medium_airport,Concord Municipal Airport,43.20270157,-71.50229645,342,NA,US,US-NH,Concord,no,KCON,CON,CON,http://www.concordnh.gov/facilities/facility/details/Concord-Municipal-Airport-31,https://en.wikipedia.org/wiki/Concord_Municipal_Airport,,,43.200541,-71.506671,0.95,nearest_street,98,Terrill Park Dr,,,Concord,NH,Merrimack County,3301,US,TIGER/Line® dataset from the US Census Bureau,2019,33,33013,Concord,3314200,44100,3016,3,3.3013E+14,"Concord, NH",18180,micropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,,,,,
